period,application_name,b_2_b_transactions_value_cr,b_2_b_transactions_volume_mn,b_2_c_transactions_value_cr,b_2_c_transactions_volume_mn,customer_initiated_transactions_value_cr,customer_initiated_transactions_volume_mn,onus_transactions_value_cr,onus_transactions_volume_mn,total_value_cr,total_volume_mn,upi_application_name,upi_value_cr,upi_volume_mn
2021-02,MI Pay,,,,,59.91,0.4,,,59.91,0.4,,,
2021-02,Mobikwik,,,,,216.94,1.92,,,216.94,1.92,,,
2021-02,Paytm Payments Bank App,,,5.86,3.41,34405.44,290.03,4082.22,47.27,38493.52,340.71,,,
2021-02,PhonePe,,,,,189517.82,975.53,,,189517.82,975.53,,,
2021-02,Punjab National Bank App,,,,,62.93,0.13,,,62.93,0.13,,,
2021-02,Punjab Sind Bank App,,,,,3.67,0.01,0.01,0.0,3.67,0.01,,,
2021-02,RBL Bank App,,,,,49.4,0.12,,,49.4,0.12,,,
2021-02,RealMe,,,,,1.63,0.01,,,1.63,0.01,,,
2021-02,Samsung Pay,,,,,296.08,1.65,,,296.08,1.65,,,
2021-02,South Indian Bank App,,,,,22.61,0.06,,,22.61,0.06,,,
2021-02,Standard Chartered Bank App,,,,,27.11,0.05,,,27.11,0.05,,,
2021-02,State Bank of India Apps,,,,,2273.77,4.13,,,2273.77,4.13,,,
2021-02,Truecaller,,,,,15.36,0.05,,,15.36,0.05,,,
2021-02,UCO Bank App,,,,,13.69,0.06,,,13.69,0.06,,,
2021-02,Ultracash,,,,,118.31,0.89,,,118.31,0.89,,,
2021-02,Union Bank Apps,,,,,119.4,0.32,,,119.4,0.32,,,
2021-02,WhatsApp,,,,,32.41,0.55,,,32.41,0.55,,,
2021-02,Yes Bank Apps,,,,,3396.01,29.34,,,3396.01,29.34,,,
2021-02,YuvaPay,,,,,0.63,0.02,,,0.63,0.02,,,
2021-02,Other Apps,,,,,10.49,0.02,,,10.49,0.02,,,
2021-03,Airtel Payments Bank Apps,,,,,381.74,3.79,,,381.74,3.79,,,
2021-03,Allahabad Bank App,,,,,13.51,0.05,,,13.51,0.05,,,
2021-03,Amazon Pay,,,,,4457.47,52.38,,,4457.47,52.38,,,
2021-03,AU Small Finance Bank App,,,,,21.33,0.04,,,21.33,0.04,,,
2021-03,Axis Bank Apps,,,44.31,64.32,704.6,8.56,,,748.91,72.87,,,
2021-03,Bajaj Finserv,,,,,1.02,0.01,,,1.02,0.01,,,
2021-03,Bank of Baroda Apps,,,,,294.28,0.78,,,294.28,0.78,,,
2021-03,Bank of Maharashtra App,,,,,6.73,0.03,,,6.73,0.03,,,
2021-03,BHIM,,,,,7653.21,24.42,,,7653.21,24.42,,,
2021-03,Canara Bank App,,,,,47.87,0.1,,,47.87,0.1,,,
2021-03,Central Bank of India App,,,,,46.03,0.12,,,46.03,0.12,,,
2021-03,Citi Bank App,,,,,71.02,0.1,,,71.02,0.1,,,
2021-03,Cointab,,,,,45.71,0.12,,,45.71,0.12,,,
2021-03,Cred,,,,,5389.97,4.96,,,5389.97,4.96,,,
2021-03,DBS Digibank App,,,,,178.13,0.59,,,178.13,0.59,,,
2021-03,Dena Bank App,,,,,23.57,0.02,,,23.57,0.02,,,
2021-03,Deutsche Bank App,0.3,0.0,,,79.28,0.71,,,79.58,0.71,,,
2021-03,Federal Bank App,,,,,38.85,0.2,,,38.85,0.2,,,
2021-03,Fino Payments bank App,,,,,1.28,0.01,,,1.28,0.01,,,
2021-03,Google Pay,,,,,201185.14,957.01,,,201185.14,957.01,,,
2021-03,HDFC Bank Apps,,,,,244.17,1.59,,,244.17,1.59,,,
2021-03,HSBC Bank App,,,0.02,,45.88,0.08,,,45.89,0.08,,,
2021-03,ICICI Bank Apps,,,120.28,4.0,3703.08,9.95,,,3823.36,13.95,,,
2021-03,IDBI Bank App,,,,,9.68,0.02,,,9.68,0.02,,,
2021-03,IDFC Bank App,,,,,60.84,0.13,,,60.84,0.13,,,
2021-03,India Post Payments Bank App,,,,,167.52,1.21,,,167.52,1.21,,,
2021-03,Indian Bank App,,,,,34.1,0.09,,,34.1,0.09,,,
2021-03,IndusInd Bank App,,,,,541.66,4.49,,,541.66,4.49,,,
2021-03,Janta Sahakari Bank App,,,,,5.32,0.01,,,5.32,0.01,,,
2021-03,Jio Payments Bank App,,,,,32.14,0.47,,,32.14,0.47,,,
2021-03,Karnataka Bank App,,,,,20.89,0.12,,,20.89,0.12,,,
2021-03,Karur Vysya Bank App,,,,,15.14,0.03,,,15.14,0.03,,,
2021-03,Kotak Mahindra Bank Apps,,,,,397.99,2.26,,,397.99,2.26,,,
2021-03,MakeMy Trip,,,,,31.2,0.09,,,31.2,0.09,,,
2021-03,MI Pay,,,,,64.65,0.42,,,64.65,0.42,,,
2021-03,Mobikwik,,,,,315.59,2.22,,,315.59,2.22,,,
2021-03,Paytm Payments Bank App,,,4.5,2.79,38653.06,344.99,4563.69,53.37,43221.25,401.16,,,
2021-03,PhonePe,,,,,231412.33,1199.51,,,231412.33,1199.51,,,
2021-03,Punjab National Bank App,,,,,72.25,0.14,,,72.25,0.14,,,
2021-03,Punjab Sind Bank App,,,,,3.21,0.01,,,3.21,0.01,,,
2021-03,RBL Bank App,,,,,59.94,0.14,,,59.94,0.14,,,
2021-03,RealMe,,,,,1.44,0.01,,,1.44,0.01,,,
2021-03,Samsung Pay,,,,,326.96,1.83,,,326.96,1.83,,,
2021-03,South Indian Bank App,,,,,25.5,0.07,,,25.5,0.07,,,
2021-03,Standard Chartered Bank App,,,,,30.66,0.05,,,30.66,0.05,,,
2021-03,State Bank of India Apps,,,,,2578.38,4.55,,,2578.38,4.55,,,
2021-03,Truecaller,,,,,3.55,0.01,,,3.55,0.01,,,
2021-03,UCO Bank App,,,,,16.08,0.07,,,16.08,0.07,,,
2021-03,Ultracash,0.0,0.0,,,158.23,1.33,,,158.23,1.33,,,
2021-03,Union Bank Apps,,,,,144.93,0.38,,,144.93,0.38,,,
2021-03,WhatsApp,,,,,38.17,0.58,,,38.17,0.58,,,
2021-03,Yes Bank Apps,,,,,4831.58,29.14,,,4831.58,29.14,,,
2021-03,YuvaPay,,,,,18.56,0.56,,,18.56,0.56,,,
2021-03,Other Apps,,,,,11.62,0.02,,,11.62,0.02,,,
2021-04,Airtel Payments Bank Apps,,,,,363.66,3.53,10808.76,11.18,11172.43,14.7,,,
2021-04,Allahabad Bank App,,,,,5.21,0.02,,,5.21,0.02,,,
2021-04,Amazon Pay,,,,,4272.47,49.12,,,4272.47,49.12,,,
2021-04,AU Small Finance Bank App,,,,,20.23,0.04,,,20.23,0.04,,,
2021-04,Axis Bank Apps,,,49.59,70.8,697.87,9.72,,,747.46,80.52,,,
2021-04,Bajaj Finserv,,,,,0.96,0.01,,,0.96,0.01,,,
2021-04,Bank of Baroda Apps,,,,,238.5,0.56,,,238.5,0.56,,,
2021-04,Bank of India App,,,,,2.11,0.01,,,2.11,0.01,,,
2021-04,Bank of Maharashtra App,,,,,6.05,0.02,,,6.05,0.02,,,
2021-04,BHIM,,,,,6886.78,22.26,,,6886.78,22.26,,,
2021-04,Canara Bank App,,,,,43.87,0.09,,,43.87,0.09,,,
2021-04,Central Bank of India App,,,,,41.58,0.11,,,41.58,0.11,,,
2021-04,Citi Bank App,,,,,68.17,0.08,,,68.17,0.08,,,
2021-04,Cointab,,,,,40.84,0.11,,,40.84,0.11,,,
2021-04,Cred,,,,,5419.88,5.08,,,5419.88,5.08,,,
2021-04,DBS Digibank App,,,,,164.93,0.54,,,164.93,0.54,,,
2021-04,Dena Bank App,,,,,22.37,0.02,,,22.37,0.02,,,
2021-04,Deutsche Bank App,0.26,0.0,,,43.32,0.43,,,43.58,0.43,,,
2021-04,Federal Bank App,,,,,39.57,0.19,,,39.57,0.19,,,
2021-04,Fino Payments bank App,,,,,1.18,0.01,,,1.18,0.01,,,
2021-04,Google Pay,,,,,190106.71,905.96,,,190106.71,905.96,,,
2021-04,HDFC Bank Apps,,,,,243.86,1.42,,,243.86,1.42,,,
2021-04,HSBC Bank App,,,0.01,,40.02,0.07,,,40.03,0.07,,,
2021-04,ICICI Bank Apps,,,155.65,3.6,3672.3,10.76,,,3827.95,14.37,,,
2021-04,IDBI Bank App,,,,,9.59,0.02,,,9.59,0.02,,,
2021-04,IDFC Bank App,0.0,0.0,,,65.23,0.15,,,65.23,0.15,,,
2021-04,India Post Payments Bank App,,,,,174.08,1.32,,,174.08,1.32,,,
2021-04,Indian Bank App,,,,,24.13,0.06,,,24.13,0.06,,,
2021-04,IndusInd Bank App,,,,,654.49,4.2,,,654.49,4.2,,,
2021-04,Jio Payments Bank App,,,,,35.43,0.57,,,35.43,0.57,,,
2021-04,Karnataka Bank App,,,,,21.13,0.12,,,21.13,0.12,,,
2021-04,Karur Vysya Bank App,,,,,13.08,0.03,,,13.08,0.03,,,
2021-04,Kotak Mahindra Bank Apps,,,,,381.37,2.13,,,381.37,2.13,,,
2021-04,MakeMy Trip,,,,,26.08,0.08,,,26.08,0.08,,,
2021-04,MI Pay,,,,,58.08,0.38,,,58.08,0.38,,,
2021-04,Mobikwik,,,,,254.32,2.09,,,254.32,2.09,,,
2021-04,Paytm Payments Bank App,,,2.57,1.66,36859.2,320.78,4607.76,50.26,41469.53,372.7,,,
2021-04,PhonePe,,,,,234023.33,1189.89,,,234023.33,1189.89,,,
2021-04,Punjab National Bank App,,,,,63.07,0.12,,,63.07,0.12,,,
2021-04,RBL Bank App,,,,,58.08,0.13,,,58.08,0.13,,,
2021-04,Samsung Pay,,,,,312.93,1.62,,,312.93,1.62,,,
2021-04,South Indian Bank App,,,,,23.53,0.07,,,23.53,0.07,,,
2021-04,Standard Chartered Bank App,,,,,33.32,0.06,,,33.32,0.06,,,
2021-04,State Bank of India Apps,,,,,2359.08,4.14,,,2359.08,4.14,,,
2021-04,UCO Bank App,,,,,16.17,0.07,,,16.17,0.07,,,
2021-04,Ultracash,,,,,178.72,1.49,,,178.72,1.49,,,
2021-04,Union Bank Apps,,,,,135.79,0.34,,,135.79,0.34,,,
2021-04,WhatsApp,,,,,47.62,0.54,,,47.62,0.54,,,
2021-04,Yes Bank Apps,,,0.0,0.0,5120.17,22.81,,,5120.17,22.81,,,
2021-04,YuvaPay,,,,,51.22,1.59,,,51.22,1.59,,,
2021-04,Other Apps,,,,,13.88,0.03,,,13.88,0.03,,,
2021-05,Airtel Payments Bank Apps,,,,,429.12,4.06,,,429.12,4.06,,,
2021-05,Allahabad Bank App,,,,,4.43,0.01,,,4.43,0.01,,,
2021-05,Amazon Pay,,,,,4782.59,58.35,,,4782.59,58.35,,,
2021-05,AU Small Finance Bank App,,,,,20.29,0.04,,,20.29,0.04,,,
2021-05,Axis Bank Apps,,,37.23,58.63,769.07,10.27,,,806.31,68.9,,,
2021-05,Bajaj Finserv,,,,,0.77,0.01,,,0.77,0.01,,,
2021-05,Bank of Baroda Apps,,,,,230.89,0.54,,,230.89,0.54,,,
2021-05,Bank of India App,,,,,5.23,0.01,,,5.23,0.01,,,
2021-05,Bank of Maharashtra App,,,,,6.18,0.02,,,6.18,0.02,,,
2021-05,BHIM,,,,,6776.2,21.02,,,6776.2,21.02,,,
2021-05,Canara Bank App,,,,,45.92,0.09,,,45.92,0.09,,,
2021-05,Central Bank of India App,,,,,42.18,0.1,,,42.18,0.1,,,
2021-05,Citi Bank App,,,,,70.14,0.08,,,70.14,0.08,,,
2021-05,Cointab,,,,,35.72,0.1,,,35.72,0.1,,,
2021-05,Cred,,,,,6142.78,5.65,,,6142.78,5.65,,,
2021-05,DBS Digibank App,,,,,160.73,0.47,,,160.73,0.47,,,
2021-05,Dena Bank App,,,,,20.9,0.02,,,20.9,0.02,,,
2021-05,Deutsche Bank App,0.04,0.0,,,14.69,0.21,,,14.73,0.21,,,
2021-05,Federal Bank App,,,,,38.99,0.17,,,38.99,0.17,,,
2021-05,Fino Payments bank App,,,,,1.23,0.01,,,1.23,0.01,,,
2021-05,Google Pay,,,,,187136.95,880.59,,,187136.95,880.59,,,
2021-05,HDFC Bank Apps,,,,,274.77,1.56,,,274.77,1.56,,,
2021-05,HSBC Bank App,,,0.01,0.0,35.67,0.06,,,35.68,0.06,,,
2021-05,ICICI Bank Apps,,,102.59,2.21,4411.52,10.95,,,4514.11,13.16,,,
2021-05,IDBI Bank App,,,,,10.36,0.02,,,10.36,0.02,,,
2021-05,IDFC Bank App,,,,,72.34,0.15,,,72.34,0.15,,,
2021-05,India Post Payments Bank App,,,,,178.52,1.29,,,178.52,1.29,,,
2021-05,Indian Bank App,,,,,26.84,0.06,,,26.84,0.06,,,
2021-05,IndusInd Bank App,,,,,433.37,3.12,,,433.37,3.12,,,
2021-05,Jio Payments Bank App,,,,,40.92,0.68,,,40.92,0.68,,,
2021-05,Karnataka Bank App,,,,,20.74,0.1,,,20.74,0.1,,,
2021-05,Karur Vysya Bank App,,,,,11.59,0.02,,,11.59,0.02,,,
2021-05,Kotak Mahindra Bank Apps,,,,,427.4,2.37,,,427.4,2.37,,,
2021-05,MakeMy Trip,,,,,11.47,0.03,,,11.47,0.03,,,
2021-05,MI Pay,,,,,55.17,0.37,,,55.17,0.37,,,
2021-05,Mobikwik,,,,,467.11,3.18,,,467.11,3.18,,,
2021-05,NSDL Payments Bank App,,,,,0.58,0.01,,,0.58,0.01,,,
2021-05,Paytm Payments Bank App,,,2.84,1.57,35715.48,290.69,8023.0,51.56,43741.16,343.81,,,
2021-05,PhonePe,,,,,234123.57,1149.84,,,234123.57,1149.84,,,
2021-05,Punjab National Bank App,,,,,55.51,0.11,,,55.51,0.11,,,
2021-05,RBL Bank App,,,,,56.21,0.12,,,56.21,0.12,,,
2021-05,Samsung Pay,,,,,302.68,1.36,,,302.68,1.36,,,
2021-05,South Indian Bank App,,,,,19.67,0.05,,,19.67,0.05,,,
2021-05,Standard Chartered Bank App,,,,,36.73,0.06,,,36.73,0.06,,,
2021-05,State Bank of India Apps,,,,,2079.32,3.69,,,2079.32,3.69,,,
2021-05,UCO Bank App,,,,,19.5,0.08,,,19.5,0.08,,,
2021-05,Ultracash,,,,,142.92,1.15,,,142.92,1.15,,,
2021-05,Union Bank Apps,,,,,110.65,0.28,,,110.65,0.28,,,
2021-05,WhatsApp,,,,,48.15,0.51,,,48.15,0.51,,,
2021-05,Yes Bank Apps,,,,,4486.54,21.08,,,4486.54,21.08,,,
2021-05,YuvaPay,,,,,73.16,2.32,,,73.16,2.32,,,
2021-05,Others,,,,,12.47,0.03,,,12.47,0.03,,,
2021-06,Airtel Payments Bank Apps,,,,,1323.26,5.06,1498.68,1.63,2821.94,6.69,,,
2021-06,Amazon Pay,,,,,4814.74,51.34,,,4814.74,51.34,,,
2021-06,AU Small Finance Bank App,,,,,25.43,0.05,,,25.43,0.05,,,
2021-06,Axis Bank Apps,,,34.46,52.15,822.59,9.77,,,857.05,61.92,,,
2021-06,Bajaj Finserv,,,,,1.05,0.01,,,1.05,0.01,,,
2021-06,Bank of Baroda Apps,,,,,265.38,0.6,,,265.38,0.6,,,
2021-06,Bank of India App,,,,,8.25,0.02,,,8.25,0.02,,,
2021-06,Bank of Maharashtra App,,,,,6.82,0.03,,,6.82,0.03,,,
2021-06,BHIM,,,,,7319.77,22.84,,,7319.77,22.84,,,
2021-06,Canara Bank App,,,,,52.64,0.1,,,52.64,0.1,,,
2021-06,Central Bank of India App,,,,,45.3,0.11,,,45.3,0.11,,,
2021-06,Citi Bank App,,,,,75.09,0.08,,,75.09,0.08,,,
2021-06,Cointab,,,,,40.95,0.12,,,40.95,0.12,,,
2021-06,Cred,,,,,6151.57,5.77,,,6151.57,5.77,,,
2021-06,DBS Digibank App,,,,,170.57,0.51,,,170.57,0.51,,,
2021-06,Dena Bank App,,,,,21.57,0.02,,,21.57,0.02,,,
2021-06,Deutsche Bank App,,,,,27.44,0.32,,,27.44,0.32,,,
2021-06,Federal Bank App,,,,,49.99,0.21,,,49.99,0.21,,,
2021-06,Fino Payments bank App,,,,,1.09,0.01,,,1.09,0.01,,,
2021-06,Google Pay,,,,,207287.73,972.26,,,207287.73,972.26,,,
2021-06,HDFC Bank Apps,,,,,408.61,2.07,,,408.61,2.07,,,
2021-06,HSBC Bank App,,,0.02,,35.56,0.07,,,35.57,0.07,,,
2021-06,ICICI Bank Apps,,,118.11,2.36,4958.01,12.94,,,5076.12,15.29,,,
2021-06,IDBI Bank App,,,,,10.86,0.02,,,10.86,0.02,,,
2021-06,IDFC Bank App,,,,,101.74,0.21,,,101.74,0.21,,,
2021-06,India Post Payments Bank App,,,,,203.73,1.47,,,203.73,1.47,,,
2021-06,Indian Bank App,,,,,25.18,0.05,,,25.18,0.05,,,
2021-06,IndusInd Bank App,,,,,421.41,2.18,,,421.41,2.18,,,
2021-06,Jio Payments Bank App,,,,,52.08,0.8,,,52.08,0.8,,,
2021-06,Karnataka Bank App,,,,,22.51,0.12,,,22.51,0.12,,,
2021-06,Karur Vysya Bank App,,,,,12.59,0.03,,,12.59,0.03,,,
2021-06,Kotak Mahindra Bank Apps,,,,,535.98,2.8,,,535.98,2.8,,,
2021-06,MakeMy Trip,,,,,22.16,0.06,,,22.16,0.06,,,
2021-06,MI Pay,,,,,56.69,0.36,,,56.69,0.36,,,
2021-06,Mobikwik,,,,,535.12,3.21,,,535.12,3.21,,,
2021-06,Paytm Payments Bank App,,,4.29,4.62,40614.09,326.53,4362.73,51.89,44981.11,383.05,,,
2021-06,PhonePe,,,,,262565.88,1292.71,,,262565.88,1292.71,,,
2021-06,Punjab National Bank App,,,,,41.1,0.08,,,41.1,0.08,,,
2021-06,RBL Bank App,,,,,61.95,0.13,,,61.95,0.13,,,
2021-06,Samsung Pay,,,,,331.04,1.64,,,331.04,1.64,,,
2021-06,South Indian Bank App,,,,,24.3,0.06,,,24.3,0.06,,,
2021-06,Standard Chartered Bank App,,,,,39.42,0.06,,,39.42,0.06,,,
2021-06,State Bank of India Apps,,,,,1978.61,3.43,,,1978.61,3.43,,,
2021-06,UCO Bank App,,,,,20.8,0.09,,,20.8,0.09,,,
2021-06,Ultracash,,,,,148.09,1.19,,,148.09,1.19,,,
2021-06,Union Bank Apps,,,,,128.37,0.29,,,128.37,0.29,,,
2021-06,WhatsApp,,,,,42.44,0.46,,,42.44,0.46,,,
2021-06,Yes Bank Apps,,,,,5227.04,24.72,,,5227.04,24.72,,,
2021-06,YuvaPay,,,,,60.44,1.33,,,60.44,1.33,,,
2021-06,Others,,,,,19.27,0.05,,,19.27,0.05,,,
2021-07,Airtel Payments Bank Apps,,,,,1534.21,5.79,809.0,1.57,2342.76,7.36,,,
2021-07,Allahabad Bank App,,,,,2.03,0.01,,,2.03,0.01,,,
2021-07,Amazon Pay,,,,,5223.57,62.83,,,5223.57,62.83,,,
2021-07,AU Small Finance Bank App,,,,,33.12,0.08,,,33.12,0.08,,,
2021-07,Axis Bank Apps,0.0,0.0,50.09,64.06,891.26,10.08,,,941.35,74.13,,,
2021-07,Bajaj Finserv,,,,,1.55,0.02,,,1.55,0.02,,,
2021-07,Bank of Baroda Apps,0.0,0.0,,,284.98,0.67,,,284.99,0.67,,,
2021-07,Bank of India App,,,,,9.8,0.03,,,9.8,0.03,,,
2021-07,Bank of Maharashtra App,,,,,7.27,0.03,,,7.27,0.03,,,
2021-07,BHIM,,,,,7442.86,23.76,,,7442.86,23.76,,,
2021-07,Canara Bank App,0.0,0.0,,,55.83,0.11,,,55.83,0.11,,,
2021-07,Central Bank of India App,,,,,46.71,0.12,,,46.71,0.12,,,
2021-07,Citi Bank App,,,,,80.39,0.09,,,80.39,0.09,,,
2021-07,City Union Bank App,,,,,2.09,0.01,,,2.09,0.01,,,
2021-07,Cointab,,,,,49.15,0.17,,,49.15,0.17,,,
2021-07,Cred,,,,,8121.41,7.12,,,8121.41,7.12,,,
2021-07,DBS Digibank App,,,,,189.67,0.57,,,189.67,0.57,,,
2021-07,Dena Bank App,,,,,24.26,0.02,,,24.26,0.02,,,
2021-07,Deutsche Bank App,0.1,0.0,,,55.42,0.52,,,55.55,0.52,,,
2021-07,Federal Bank App,,,,,68.82,0.28,,,68.82,0.28,,,
2021-07,Fino Payments bank App,,,,,1.13,0.01,,,1.13,0.01,,,
2021-07,Google Pay,,,,,230847.54,1119.16,,,230847.54,1119.16,,,
2021-07,HDFC Bank Apps,0.0,0.0,,,588.25,3.0,,,588.25,3.0,,,
2021-07,HSBC Bank App,,,0.04,0.0,40.49,0.06,,,40.52,0.06,,,
2021-07,ICICI Bank Apps,0.0,0.0,134.07,2.85,5761.98,15.41,,,5896.05,18.26,,,
2021-07,IDBI Bank App,,,,,11.24,0.02,,,11.24,0.02,,,
2021-07,IDFC Bank App,,,,,130.1,0.3,,,130.1,0.3,,,
2021-07,India Post Payments Bank App,,,,,231.52,1.79,,,231.52,1.79,,,
2021-07,Indian Bank App,0.0,0.0,,,33.52,0.08,,,33.52,0.08,,,
2021-07,IndusInd Bank App,0.0,0.0,,,458.06,2.18,,,458.06,2.18,,,
2021-07,Jio Payments Bank App,,,,,63.44,1.03,,,63.44,1.03,,,
2021-07,Jupiter Money,,,,,2.07,0.01,,,2.07,0.01,,,
2021-07,Karnataka Bank App,,,,,18.45,0.13,,,18.45,0.13,,,
2021-07,Karur Vysya Bank App,,,,,14.6,0.03,,,14.6,0.03,,,
2021-07,Kotak Mahindra Bank Apps,,,,,642.53,3.46,,,642.53,3.46,,,
2021-07,MakeMy Trip,,,,,29.31,0.08,,,29.31,0.08,,,
2021-07,MI Pay,,,,,53.34,0.34,,,53.34,0.34,,,
2021-07,Mobikwik,,,,,402.42,2.8,,,402.42,2.8,,,
2021-07,NSDL Payments Bank App,,,,,0.86,0.01,,,0.86,0.01,,,
2021-07,Paytm Payments Bank App,,,4.07,4.1,46406.52,387.85,5284.0,62.11,51694.41,454.06,,,
2021-07,PhonePe,,,,,288573.0,1492.09,,,288572.9,1492.09,,,
2021-07,Punjab National Bank App,0.0,0.0,,,8.86,0.02,,,8.86,0.02,,,
2021-07,RBL Bank App,,,,,68.54,0.15,,,68.54,0.15,,,
2021-07,Samsung Pay,,,,,367.67,2.02,,,367.67,2.02,,,
2021-07,South Indian Bank App,,,,,28.23,0.08,,,28.23,0.08,,,
2021-07,Standard Chartered Bank App,,,,,46.29,0.08,,,46.29,0.08,,,
2021-07,State Bank of India Apps,0.0,0.0,,,1908.2,3.55,,,1908.2,3.55,,,
2021-07,UCO Bank App,,,,,22.5,0.08,,,22.5,0.08,,,
2021-07,Ultracash,,,,,158.45,1.45,,,158.45,1.45,,,
2021-07,Union Bank Apps,0.0,0.0,,,137.37,0.33,,,137.37,0.33,,,
2021-07,WhatsApp,,,,,45.33,0.47,,,45.33,0.47,,,
2021-07,Yes Bank Apps,,,,,4811.73,25.94,,,4811.73,25.94,,,
2021-07,YuvaPay,,,,,38.3,0.48,,,38.3,0.48,,,
2021-07,Other Bank Apps,,,,,16.61,0.04,,,16.61,0.04,,,
2021-08,Airtel Payments Bank Apps,,,,,1396.65,6.14,1545.24,3.17,2941.88,9.31,,,
2021-08,Allahabad Bank App,,,,,4.44,0.01,,,4.44,0.01,,,
2021-08,Amazon Pay,,,,,5297.16,60.67,,,5297.16,60.67,,,
2021-08,AU Small Finance Bank App,,,,,38.53,0.1,,,38.53,0.1,,,
2021-08,Axis Bank Apps,0.01,,69.22,77.38,890.5,10.11,,,959.73,87.49,,,
2021-08,Bajaj Finserv,,,,,2.85,0.04,,,2.85,0.04,,,
2021-08,Bank of Baroda Apps,,,,,302.05,0.75,,,302.06,0.75,,,
2021-08,Bank of India App,,,,,10.31,0.03,,,10.31,0.03,,,
2021-08,Bank of Maharashtra App,,,,,7.76,0.04,,,7.76,0.04,,,
2021-08,BHIM,,,,,8063.93,26.33,,,8063.93,26.33,,,
2021-08,Canara Bank App,,,,,56.23,0.14,,,56.23,0.14,,,
2021-08,Central Bank of India App,,,,,47.83,0.13,,,47.83,0.13,,,
2021-08,Citi Bank App,,,,,72.04,0.09,,,72.04,0.09,,,
2021-08,City Union Bank App,,,,,2.73,0.01,,,2.73,0.01,,,
2021-08,Cointab,,,,,63.77,0.28,,,63.77,0.28,,,
2021-08,Cred,,,,,9040.43,7.5,,,9040.43,7.5,,,
2021-08,DBS Digibank App,,,,,187.52,0.57,,,187.52,0.57,,,
2021-08,Dena Bank App,,,,,23.12,0.02,,,23.12,0.02,,,
2021-08,Deutsche Bank App,0.04,,,,81.7,0.73,,,81.74,0.73,,,
2021-08,Federal Bank App,,,,,74.71,0.35,,,74.71,0.35,,,
2021-08,Fino Payments bank App,,,,,1.38,0.02,,,1.38,0.02,,,
2021-08,Google Pay,,,,,244453.05,1243.75,,,244453.05,1243.75,,,
2021-08,HDFC Bank Apps,,,,,676.72,3.1,,,676.72,3.1,,,
2021-08,HSBC Bank App,,,0.05,,39.19,0.07,,,39.24,0.07,,,
2021-08,ICICI Bank Apps,,,144.48,2.26,5476.78,17.55,,,5621.27,19.81,,,
2021-08,IDBI Bank App,,,,,11.26,0.03,,,11.26,0.03,,,
2021-08,IDFC Bank App,,,,,155.19,0.4,,,155.19,0.4,,,
2021-08,India Post Payments Bank App,,,,,255.16,2.0,,,255.16,2.0,,,
2021-08,Indian Bank App,,,,,34.46,0.08,,,34.46,0.08,,,
2021-08,IndusInd Bank App,,,,,570.21,0.52,,,570.21,0.52,,,
2021-08,Janta Sahakari Bank App,,,,,4.8,0.01,,,4.8,0.01,,,
2021-08,Jio Payments Bank App,,,,,68.16,1.06,,,68.16,1.06,,,
2021-08,Jupiter Money,,,,,17.36,0.07,,,17.36,0.07,,,
2021-08,Karnataka Bank App,,,,,15.38,0.12,,,15.38,0.12,,,
2021-08,Karur Vysya Bank App,,,,,15.25,0.03,,,15.25,0.03,,,
2021-08,Kotak Mahindra Bank Apps,,,,,723.21,3.98,,,723.21,3.98,,,
2021-08,MakeMy Trip,,,,,25.28,0.08,,,25.28,0.08,,,
2021-08,MI Pay,,,,,50.26,0.34,,,50.26,0.34,,,
2021-08,Mobikwik,,,,,418.04,2.59,,,418.04,2.59,,,
2021-08,NSDL Payments Bank App,,,,,0.85,0.01,,,0.85,0.01,,,
2021-08,Paytm Payments Bank App,,,6.15,6.17,50021.4,423.63,6292.08,68.85,56319.62,498.65,,,
2021-08,PhonePe,,,,,301644.8,1622.95,,,301644.8,1622.95,,,
2021-08,Punjab National Bank App,,,,,15.28,0.04,,,15.28,0.04,,,
2021-08,Punjab Sindh Bank App,,,,,2.53,0.01,,,2.53,0.01,,,
2021-08,RBL Bank App,,,,,70.24,0.16,,,70.24,0.16,,,
2021-08,RealMe,,,,,0.41,0.01,,,0.41,0.01,,,
2021-08,Samsung Pay,,,,,372.08,2.25,,,372.08,2.25,,,
2021-08,South Indian Bank App,,,,,31.69,0.09,,,31.69,0.09,,,
2021-08,Standard Chartered Bank App,,,,,45.31,0.08,,,45.31,0.08,,,
2021-08,State Bank of India Apps,,,,,1905.52,3.69,,,1905.52,3.69,,,
2021-08,UCO Bank App,,,,,21.64,0.09,,,21.64,0.09,,,
2021-08,Ultracash,,,,,161.92,1.66,,,161.92,1.66,,,
2021-08,Union Bank Apps,,,,,150.94,0.37,,,150.94,0.37,,,
2021-08,WhatsApp,,,,,44.7,0.5,,,44.7,0.5,,,
2021-08,Yes Bank Apps,,,,,5702.87,24.34,,,5702.87,24.35,,,
2021-08,YuvaPay,,,,,19.01,0.02,,,19.01,0.02,,,
2021-08,Other Apps,,,,,10.41,0.02,,,10.41,0.02,,,
2021-09,Airtel Payments Bank Apps,,,,,1520.92,6.91,2238.19,4.61,3759.12,11.52,,,
2021-09,Allahabad Bank App,,,,,5.34,0.02,,,5.34,0.02,,,
2021-09,Amazon Pay,,,,,5267.79,62.9,,,5267.79,62.9,,,
2021-09,AU Small Finance Bank App,,,,,46.49,0.13,,,46.49,0.13,,,
