period,beneficiary_bank,cb_ratio,chargebacks_accepted_during_the_month,chargebacks_received_during_the_month,code,representment_raised_during_the_month,total_txns_during_the_month,type_name
2021-05,Gayatri Bank,0.0,,,GYB,,328058,
2021-05,GP PARSIK BANK,0.0,,,GPB,,708250,
2021-05,GS Mahanagar Coop bank,0.0,,1,MNB,1,342166,
2021-05,HDFC BANK LTD,0.004,1523,6097,HDF,3197,143067371,
2021-05,Himachal Pradesh Gramin Bank,0.0,,,HGB,,175409,
2021-05,HSBC,0.008,,149,HSB,139,1889703,
2021-05,Hutatma Sahakari Bank Ltd,0.0,,,HSW,,23062,
2021-05,ICICI Bank,0.004,2914,12566,ICI,6206,280542304,
2021-05,ICICI Bank Pockets,0.008,,1,IPP,1,12337,
2021-05,IDBI Bank Limited,0.0,,15,IDB,12,23586426,
2021-05,IDFC FIRST Bank,0.001,7,121,IDF,91,8647136,
2021-05,India Post Payment Bank,0.0,,12,IPB,9,6435215,
2021-05,Indian Bank,0.001,,299,INB,296,32528616,
2021-05,Indian Overseas Bank,0.0,8,63,IOB,53,18265749,
2021-05,Indore Paraspar Sahakari bank Ltd. Indore,0.0,,,IPS,,1115,
2021-05,INDUSIND BANK,0.011,421,3735,IIB,2721,35092910,
2021-05,Irinjalakuda Town Co,0.0,,,IKT,,112,
2021-05,J&K Grameen Bank,0.002,,1,JKG,1,59799,
2021-05,Jalgaon Janata Sahkari Bank Ltd Jalgaon,0.002,,4,JJS,4,237537,
2021-05,Jalna Merchant Cooperative Bank Ltd,0.0,,,JNC,,17425,
2021-05,Jammu and Kashmir Bank,0.0,,1,JKB,,1958627,
2021-05,Jana Small Finance Bank Ltd,0.0,,2,JSF,2,517018,
2021-05,Janakalyan Sahakari Bank Ltd,0.0,,,JKS,,38890,
2021-05,Janaseva Sahakari,0.003,,4,JNS,4,125994,
2021-05,Janata Sahakari Bank Ltd. Pune,0.0,,2,JSB,2,877408,
2021-05,Jharkhand Rajya Gramin Bank,0.0,1,1,VGB,,405359,
2021-05,Jio Payments Bank,0.004,7,14,JIO,7,386156,
2021-05,Jivan Commercial Co-Operative Bank Ltd,0.128,,1,JVN,,779,
2021-05,JUSPAY Technologies Pvt Ltd,0.002,,35,YJU,35,2331659,
2021-05,KAIJSB- Ichalkaranji,0.003,,3,KIB,3,118553,
2021-05,Kanaka Mahalakshmi Co-Operative Bank Ltd.,0.0,,,KAN,,24890,
2021-05,Karnataka Bank,0.0,,25,KTB,23,14950623,
2021-05,Karnataka Vikas Grameena Bank,0.0,1,6,KVG,2,1726677,
2021-05,Karur Vysya Bank,0.0,,23,KVB,22,10453319,
2021-05,Kashi Gomati Samyut Grameen Bank,0.0,,,KGG,,270696,
2021-05,Kerala Gramin Bank,0.0,1,4,KLG,3,1839008,
2021-05,Kokan Mercantile Coop Bank Ltd,0.0,,,KKN,,38412,
2021-05,Kolhapur Dist. Central Co-Op. Bank Ltd.,0.0,,,KDK,,16002,
2021-05,Kolhapur Mahila Sahakari Bank Ltd. Kolhapur,0.0,,,KLM,,51,
2021-05,Kotak Mahindra Bank,0.001,298,681,KMB,253,50023287,
2021-05,Krishna Bhima Samruddhi Local Area Bank,0.0,,,KRI,,27126,
2021-05,Lakshmi Vilas Bank,0.0,,2,LVB,2,1804343,
2021-05,MADHYA PRADESH RAJYA SAHAKARI BANK MARYADIT,0.056,1,1,MRS,,1781,
2021-05,Maharashtra Gramin Bank,0.0,,13,MGB,12,2838347,
2021-05,Maharashtra State Co-op Bank Ltd,0.0,,,MBH,,30122,
2021-05,Malviya Urban Co-operative Bank Ltd.,0.0,,,MVY,,2592,
2021-05,Manipur Rural Bank,0.0,,,MNR,,15575,
2021-05,Mann Deshi Mahila Sahakari Bank. Ltd.,0.0,,,MDM,,5192,
2021-05,Manvi Pattana Souharda Sahakari Bank Ni.,0.0,,,MAI,,6808,
2021-05,Maratha Cooperative Bank Ltd,0.0,,,MCL,,6090,
2021-05,Meghalaya Rural Bank,0.0,,,MRB,,22717,
2021-05,Mizoram Rural Bank,0.001,,1,MZR,1,187979,
2021-05,Model Co-Op. Bank Ltd.,0.0,,,MOC,,26249,
2021-05,Nagarik Sahakari Bank Maryadit,0.0,,,NMV,,1408,
2021-05,Nainital Bank,0.003,,5,NTB,5,174041,
2021-05,Navi Mumbai Co-operative Bank Ltd,0.0,,,NMB,,1027,
2021-05,NKGSB Bank,0.001,,2,NGB,2,375311,
2021-05,Slice Small Finance Bank Ltd,0.004,,1,NES,1,23973,
2021-05,NSDL Payments Bank,0.0,,1,NSD,1,238624,
2021-05,Nutan Nagrik Sahakari Bank,0.0,,,NNI,,17535,
2021-05,Pali Urban Co-Operative Bank Limited,0.0,,,PLB,,1957,
2021-05,PASCHIM BANGA GRAMIN BANK,0.002,,1,PBG,1,61630,
2021-05,PATAN NAGARIK SAHAKARI BANK LTD,0.0,,,PTN,,1670,
2021-05,Paytm Payments Bank,0.004,368,13039,PTM,11047,371153800,
2021-05,Pochampally Co Bank,0.0,,,PPB,,67846,
2021-05,Pragathi Krishna Gramin Bank,0.0,,2,PKB,2,3307285,
2021-05,Pune Cantonment Sahakari bank Ltd,0.0,,,PCS,,18236,
2021-05,Punjab and Sind Bank,0.0,,14,PSB,12,2810731,
2021-05,Punjab Gramin Bank,0.0,,,PGB,,239397,
2021-05,Punjab National Bank,0.0,1,45,PNB,35,72164676,
2021-05,Purvanchal Bank,0.0,,2,PUR,2,1551132,
2021-05,Rajasthan Marudhara Gramin Bank,0.0,,7,RMG,7,1941710,
2021-05,Rajgurunagar Sahakar,0.0,,,RNS,,15355,
2021-05,RAJKOT DISTRICT CENTRAL COOP BANK,0.0,,,RKT,,13654,
2021-05,Rajkot Nagrik Sahakari Bank Ltd.,0.0,,,RKN,,104455,
2021-05,Rani Channamma mahila Sahakari Bank Niyamit,0.0,,,RNI,,2099,
2021-05,RBL,0.001,,35,RNB,18,2530524,
2021-05,Sabarkantha District Central Cooperative Bank Ltd,0.0,,,SKD,,69224,
2021-05,Sadhana Sahakari Bank Ltd,0.0,,,SDS,,1067,
2021-05,SAIBABA NAGARI SAHAKARI BANK MARYADIT SAILU,0.0,,,SBN,,4535,
2021-05,Samarth Sahakari Bank Ltd. Solapur,0.001,,1,SDM,1,68252,
2021-05,Samruddhi Co-Operative Bank Ltd. Nagpur,0.0,,,SMR,,2444,
2021-05,Sandur Pattana Souharda Sahakari Bank,0.0,,,SDR,,4292,
2021-05,Saraswat Bank,0.001,,28,SRC,27,3238006,
2021-05,Sarva Haryana Gramin Bank,0.0,,2,SBG,1,1924716,
2021-05,Sarva UP Gramin Bank,0.0,,2,SUB,2,594775,
2021-05,SARVODAYA COMMERCIAL CO OP BANK LTD,0.0,,,SVY,,14293,
2021-05,Saurashtra Gramin Bank,0.001,1,2,SAG,1,149188,
2021-05,SBM Bank India Ltd.,0.0,,,SBL,,4988,
2021-05,SDS,0.0,,,,,3065,
2021-05,Shivalik Mercantile Co-operative Bank Ltd,0.0,,,SHB,,29016,
2021-05,Shree Dharati Co-Operative Bank Ltd,0.0,,,SDH,,501,
2021-05,SHREE KADI NAGARIK SAHAKARI BANK LTD,0.0,,,SHK,,41864,
2021-05,SHREE MAHAVIR SAHAKARI BANK LTD,0.0,,,SMB,,1298,
2021-05,SHRI ARIHANT CO-OP BANK LTD,0.0,,,SAC,,19376,
2021-05,Shri Chhatrapati Rajarshi Shahu Urban Co-Op. Bank Ltd. Beed,0.003,,2,SRS,2,60077,
2021-05,Shri Mahila Sewa Sahakari Bank Ltd.,0.0,,,SMW,,2466,
2021-05,Shri Veershaiv Co-Op Bank Ltd.,0.012,,3,SVB,2,25455,
2021-05,Smriti Nagrik Sahakari Bank Maryadit Mandsaur,0.092,1,9,SNB,,9760,
2021-05,South Indian Bank,0.0,,10,SIB,6,6309650,
2021-05,Sri Basaveshwar Bank,0.0,,,BSB,,4146,
2021-05,Sri Rama Co-Operative Bank Limited,0.0,,,SHR,,187,
2021-05,Sri Vasavamba Co-Op. Bank Ltd.,0.0,,,VSM,,2927,
2021-05,Standard Chartered,0.001,1,16,SCB,9,2330846,
2021-05,State Bank Of India,0.001,484,2983,SBI,1923,391510525,
2021-05,Sterling Urban Cooperative Bank Ltd,0.0,,,SLB,,15809,
2021-05,SUCO SOUHARDA SAHAKARI BANK LTD,0.001,,1,SSK,,172846,
2021-05,Surat People Cooperative Bank,0.001,,1,SPB,1,72216,
2021-05,Suryoday Small Finance Bank Ltd.,0.0,,,SSF,,237795,
2021-05,Suvarnayug Sahakari Bank Ltd,0.0,,,SYG,,111253,
2021-05,Svc co-operative bank ltd,0.0,,,SVC,,859561,
2021-05,Tamilnad Mercantile Bank,0.0,,3,TMB,3,3927271,
2021-05,Telangana Grameena bank,0.0,,1,TGB,1,1777531,
2021-05,Telangana State Co Op Apex Bank,0.0,,,TEL,,219343,
2021-05,Thane Bharat Sahakari Bank Ltd,0.0,,,TBS,,183128,
2021-05,The Adarsh Co-operative Urban Bank Ltd.,0.0,,,ACU,,94531,
2021-05,THE AHMEDABAD DISTRICT COOP BANK LTD,0.0,,,AHD,,185783,
2021-05,The Ahmedabad Mercantile Cooperative Bank Ltd,0.0,,,AME,,43413,
2021-05,The Akola District Central Co-oP.Bank Ltd,0.0,,,AKA,,9429,
2021-05,The Anand Mercantile Co-operative Bank Ltd,0.0,,,AMO,,1261,
2021-05,The Andhra Pradesh State Co-operative Bank Ltd.,0.0,,,ASB,,42600,
2021-05,The Banaskantha Mercantile Co-Operative Bank Ltd,0.0,,,BKM,,13444,
2021-05,The Baramati Sahakari Bank Ltd,0.0,,,BRM,,131643,
2021-05,The Baroda Central Co-op Bank Ltd.,0.0,,,BDB,,18851,
2021-05,The Chartered Sahakari Bank,0.0,,,CHN,,3830,
2021-05,The Citizen Coop Bank Ltd,0.0,,,CZN,,8326,
2021-05,The Eenadu Co-oP.Urban Bank Ltd,0.0,,,EUB,,1284,
2021-05,The Gadchiroli District Central Co-Op. Bank Ltd.,0.0,,,GHD,,8723,
2021-05,The Gujarat State Cooperative Bank,0.0,,,GSC,,245202,
2021-05,The Hasti Co-operative Bank Ltd,0.001,,1,HTI,1,92452,
2021-05,The Himachal Pradesh State Co-Op. Bank Ltd,0.0,,,HPB,,44522,
2021-05,THE JALGAON PEOPLES CO.OP.BANK LTD,0.0,,,JAB,,1269,
2021-05,The Kaira District Central Coop Bank,0.0,,,KAI,,24839,
2021-05,The Kalupur Commercial Co-operative Bank Ltd,0.0,,,KLB,,229047,
2021-05,The Kalyan Janata Sahakari Bank Ltd.,0.0,,1,KJB,1,390925,
2021-05,The Malad Sahakari Bank Ltd.,0.0,,,MSB,,17998,
2021-05,The Mehsana Urban Co-Operative Bank Ltd.,0.001,1,2,MUC,1,176964,
2021-05,The Merchants Souharda Sahakara Bank Ni.,0.0,,,MSS,,514,
2021-05,The Modasa Nagarik Sahakari Bank Limited,0.0,,,MNS,,645,
2021-05,The Municipal Co-op Bank Ltd,0.002,,2,MUN,,92036,
2021-05,The Muslim Cooperative Bank Ltd,0.0,,,MSL,,42151,
2021-05,The New Urban Co-operative Bank Ltd Rampur,0.063,,1,NUR,,1591,
2021-05,The Prime Cooperative Bank Ltd,0.0,,,PCB,,20088,
2021-05,The Priyadarshini Nagari Sahakari Bank,0.018,1,11,PRY,10,61842,
2021-05,The Satara District Central Coop Bank Ltd,0.001,,1,STA,1,109270,
2021-05,THE SINDHUDURG DCC BANK LTD,0.006,,2,SID,2,33674,
2021-05,The SSK Co-operative Bank Ltd.,0.0,,,TSS,,4442,
2021-05,The Surat District Cooperative Bank,0.0,,,TNF,,60599,
2021-05,The Sutex Co.op.Bank Ltd.,0.0,,,SUX,,34330,
2021-05,The Udaipur Mahila Samridhi Urban Co-operative Bank Ltd.,0.0,,,UMS,,3954,
2021-05,The Udaipur Mahila Urban Co-Operative Bank Ltd.,0.0,,,UMB,,9019,
2021-05,The Udaipur Urban Co-Operative Bank Ltd.,0.0,,,UUB,,3755,
2021-05,THE URBAN CO OP BANK LTD DHARANGAON,0.0,,,UBD,,9888,
2021-05,The Vallabh Vidyanagar Commercial Co-Operative Bank Ltd.,0.0,,,VVB,,1132,
2021-05,The Varachha Co-Op Bank Ltd,0.005,,8,VAR,6,147869,
2021-05,The Vijay Cooperative Bank Ltd.,0.005,,1,VJC,1,19950,
2021-05,The Visakhapatnam Cooperative Bank Ltd,0.0,,,VKH,,51976,
2021-05,The Vishweshwar Sahakari Bank Ltd. Pune (Multi-State),0.0,,,VSI,,147312,
2021-05,TJSB Sahakari Bank Ltd,0.001,,19,TSB,19,1456829,
2021-05,Tripura Gramin Bank,0.001,3,3,TIR,,248054,
2021-05,UCO Bank,0.0,,32,UCO,28,16026537,
2021-05,Ujjivan Small Finance Bank,0.0,,7,UIJ,7,3857549,
2021-05,Union Bank of India,0.0,,57,UOB,55,66324486,
2021-05,UTKARSH SMALL FINANCE BANK LIMITED,0.0,,,USF,,42678,
2021-05,Uttarakhand Gramin Bank,0.0,,,UKG,,379924,
2021-05,Vasai Vikas Sahakari Bank Ltd,0.0,,,VVS,,157869,
2021-05,Vikas Souharda Co-operative Bank Ltd,0.0,,,VIK,,42904,
2021-05,Yadagiri Co-op Bank,0.0,,,YLN,,14421,
2021-05,Yes Bank Ltd,0.001,260,4620,YBL,3244,363734379,
2021-06,A P Mahesh Bank,0.0,,,APM,,209158,
2021-06,ABHYUDAYA CO-OP. BANK LTD,0.0,4,5,ACB,1,1105705,
2021-06,Adarsh Co-operative Bank Limited,0.0,,,AHB,,43976,
2021-06,Ahmednagar Merchant's Co Operative Bank Ltd,0.0,,1,AHM,1,82384,
2021-06,Airtel Payments Bank,0.0,65,361,ARL,296,30948830,
2021-06,Andhra Bank,0.0,,81,ANB,81,24744973,
2021-06,Andhra Pradesh Grameena Vikas Bank,0.0,2,17,APV,15,4850478,
2021-06,Andhra Pragathi Grameena Bank,0.0,3,8,AND,5,3278939,
2021-06,Apna Sahakari Bank Ltd.,0.0,,,APN,,563108,
2021-06,Assam Gramin Vikash Bank,0.0,2,2,AMG,,170614,
2021-06,Associate Co.op. Bank Ltd.,0.01,1,1,TAS,,7810,
2021-06,AU small Finance Bank,0.0,1,99,AUS,98,4645542,
2021-06,Axis Bank Ltd.,0.0,1402,7696,AXB,6294,227526239,
2021-06,Banaskantha District Central Coop Bank,0.0,,,BKD,,58653,
2021-06,Bandhan Bank,0.0,18,94,BDN,76,8151878,
2021-06,Bank Of America,0.04,,1,BOA,1,2747,
2021-06,Bank of Baroda,0.0,92,273,BOB,181,94416846,
2021-06,Bank of India,0.0,,93,BOI,93,61915380,
2021-06,Bank of Maharashtra,0.0,,27,BOM,27,19955674,
2021-06,Baroda Gujarat Gramin Bank,0.0,,,BGI,,216605,
2021-06,Baroda Rajasthan Kshetriya Gramin Bank,0.0,,5,BKG,5,1901250,
2021-06,Baroda UP Gramin Bank,0.0,,,BUB,,997876,
2021-06,Bassein Catholic Co-operative Bank,0.0,2,2,BCC,,429967,
2021-06,Bhagini Nivedita Sahakari Bank,0.0,,,BNS,,64223,
2021-06,Bharat Co-Operative Bank (Mumbai) Ltd.,0.0,,,BHB,,674690,
2021-06,Bhilwara Urban Co-operative Bank Ltd,0.0,,,BWB,,5812,
2021-06,Canara Bank,0.0,1,40,CNB,39,73171653,
2021-06,Capital Small Finance Bank Ltd,0.0,,1,CPF,1,89001,
2021-06,Central Bank Of India,0.0,6,44,CBI,38,35734112,
2021-06,Chaitanya Godavari Grameena Bank,0.0,,,CGG,,858442,
2021-06,CHATISGARH R G BANK,0.0,2,7,CHB,5,557560,
2021-06,Chhattisgarh Rajya Sahakari Bank Mydt,0.0,,,CGR,,1177,
2021-06,CITI,0.01,3,292,CIT,289,5817241,
2021-06,Citibank,0.0,2,2,CTB,,2197152,
2021-06,Citizens Co-Operative Bank Ltd,0.0,,,CZS,,2866,
2021-06,City Union Bank,0.0,,3,CUB,3,5702645,
2021-06,Coastal Local Area Bank Ltd,0.0,,,CST,,135797,
2021-06,Cosmos Bank,0.0,,1,COB,1,1184589,
2021-06,CSB Bank Ltd,0.0,,2,CSB,2,1083187,
2021-06,Dakshin Bihar Gramin Bank,0.0,,,BHM,,1146370,
2021-06,Darussalam Co-Operative Urban Bank Ltd.,0.0,,,DSM,,29751,
2021-06,DBS Bank India Limited,0.0,1,13,DBS,12,5176018,
2021-06,DCB Bank Ltd,0.0,,2,DCB,2,922806,
2021-06,Dena Gujarat Gramin Bank,0.0,,,DGB,,10665,
2021-06,Deutsche Bank,0.0,,,DBA,,40674,
2021-06,Deutsche Bank Corp,0.0,,,DEU,,4396,
2021-06,Dhanlaxmi Bank Ltd,0.0,,,DLB,,813016,
2021-06,Dombivali Nagri Sahakari Bank,0.0,,,DSB,,534417,
2021-06,Equitas Bank,0.0,1,12,EQT,11,2557468,
2021-06,ESAF Small Finance Bank Ltd.,0.0,,4,EAF,4,1782623,
2021-06,Federal Bank,0.0,,358,FBL,358,50278702,
2021-06,Fincare Small Finance Bank Ltd,0.0,1,1,FSF,,894388,
2021-06,Fingrowth Cooperative Bank Ltd,0.0,,,FNG,,9455,
2021-06,Fino Payments Bank,0.0,,9,FIN,9,3889269,
2021-06,Gayatri Bank,0.0,,,GYB,,398726,
2021-06,GP PARSIK BANK,0.0,,,GPB,,792729,
2021-06,GS Mahanagar Coop bank,0.0,,,MNB,,387109,
2021-06,HDFC BANK LTD,0.0,1272,3812,HDF,2540,161815030,
2021-06,Himachal Pradesh Gramin Bank,0.0,,,HGB,,196743,
2021-06,HSBC,0.0,,86,HSB,86,1800582,
2021-06,Hutatma Sahakari Bank Ltd,0.0,,,HSW,,26248,
2021-06,ICICI Bank,0.0,1748,6688,ICI,4940,288306012,
2021-06,ICICI Bank Pockets,0.0,,,IPP,,16394,
2021-06,IDBI Bank Limited,0.0,2,11,IDB,9,26289007,
2021-06,IDFC FIRST Bank,0.0,17,151,IDF,134,9575097,
2021-06,India Post Payment Bank,0.0,1,7,IPB,6,7416920,
2021-06,Indian Bank,0.0,12,371,INB,359,37876320,
2021-06,Indian Overseas Bank,0.0,8,33,IOB,25,20399564,
2021-06,Indore Paraspar Sahakari bank Ltd. Indore,0.07,1,1,IPS,,1371,
2021-06,INDUSIND BANK,0.0,152,745,IIB,593,36381461,
2021-06,Irinjalakuda Town Co,0.0,,,IKT,,318,
2021-06,J&K Grameen Bank,0.0,,2,JKG,2,67703,
2021-06,Jalgaon Janata Sahkari Bank Ltd Jalgaon,0.0,,2,JJS,2,280295,
2021-06,Jalna Merchant Cooperative Bank Ltd,0.0,,,JNC,,20664,
2021-06,Jammu and Kashmir Bank,0.0,,2,JKB,2,2204807,
2021-06,Jana Small Finance Bank Ltd,0.0,,1,JSF,1,595131,
2021-06,Janakalyan Sahakari Bank Ltd,0.0,,,JKS,,46678,
2021-06,Janaseva Sahakari,0.0,,,JNS,,151676,
2021-06,Janata Sahakari Bank Ltd. Pune,0.0,,3,JSB,3,1026678,
2021-06,Jharkhand Rajya Gramin Bank,0.0,,4,VGB,4,443215,
2021-06,Jio Payments Bank,0.0,1,2,JIO,1,376238,
2021-06,Jivan Commercial Co-Operative Bank Ltd,0.28,3,3,JVN,,1069,
2021-06,JUSPAY Technologies Pvt Ltd,0.0,,,YJU,,77,
2021-06,KAIJSB- Ichalkaranji,0.0,,,KIB,,134770,
2021-06,Kanaka Mahalakshmi Co-Operative Bank Ltd.,0.0,,,KAN,,29910,
2021-06,Karnataka Bank,0.0,1,95,KTB,94,15938934,
2021-06,Karnataka Vikas Grameena Bank,0.0,,4,KVG,4,1899668,
2021-06,Karur Vysya Bank,0.0,,17,KVB,17,11956829,
2021-06,Kashi Gomati Samyut Grameen Bank,0.0,,,KGG,,112480,
2021-06,Kerala Gramin Bank,0.0,,37,KLG,37,2168284,
2021-06,Kokan Mercantile Coop Bank Ltd,0.0,,,KKN,,42513,
2021-06,Kolhapur Dist. Central Co-Op. Bank Ltd.,0.0,,,KDK,,18707,
2021-06,Kolhapur Mahila Sahakari Bank Ltd. Kolhapur,0.0,,,KLM,,475,
2021-06,Kotak Mahindra Bank,0.0,193,299,KMB,106,55818323,
2021-06,Krishna Bhima Samruddhi Local Area Bank,0.0,,,KRI,,32883,
2021-06,Lakshmi Vilas Bank,0.0,,4,LVB,4,2057134,
2021-06,Lonavala Sahakari Bank Ltd,0.0,,,LSB,,404,
2021-06,MADHYA PRADESH RAJYA SAHAKARI BANK MARYADIT,0.0,,,MRS,,2738,
2021-06,Maharashtra Gramin Bank,0.0,,12,MGB,12,3086381,
2021-06,Maharashtra State Co-op Bank Ltd,0.0,,,MBH,,28975,
2021-06,Malviya Urban Co-operative Bank Ltd.,0.0,,,MVY,,3850,
2021-06,Manipur Rural Bank,0.0,,,MNR,,17039,
2021-06,Mann Deshi Mahila Sahakari Bank. Ltd.,0.0,,,MDM,,7864,
2021-06,Manvi Pattana Souharda Sahakari Bank Ni.,0.0,,,MAI,,8378,
2021-06,Maratha Cooperative Bank Ltd,0.0,,,MCL,,6469,
2021-06,Meghalaya Rural Bank,0.0,,,MRB,,26912,
2021-06,Mizoram Rural Bank,0.0,,2,MZR,2,251534,
2021-06,Model Co-Op. Bank Ltd.,0.0,,,MOC,,33917,
2021-06,Nagarik Sahakari Bank Maryadit,0.0,,,NMV,,2061,
2021-06,Nainital Bank,0.0,,4,NTB,4,214424,
2021-06,Navi Mumbai Co-operative Bank Ltd,0.0,,,NMB,,2478,
2021-06,NKGSB Bank,0.0,4,5,NGB,1,417304,
2021-06,Slice Small Finance Bank Ltd,0.0,,,NES,,35643,
2021-06,NSDL Payments Bank,0.0,,3,NSD,3,203694,
2021-06,Nutan Nagrik Sahakari Bank,0.0,,,NNI,,19755,
2021-06,Pali Urban Co-Operative Bank Limited,0.0,,,PLB,,2381,
2021-06,PASCHIM BANGA GRAMIN BANK,0.0,,2,PBG,2,68623,
2021-06,PATAN NAGARIK SAHAKARI BANK LTD,0.0,,,PTN,,2077,
2021-06,Paytm Payments Bank,0.0,183,4759,PTM,4576,442464180,
2021-06,Phone Pe ICICI,0.0,,,ICP,,5,
2021-06,Pochampally Co Bank,0.0,,,PPB,,81270,
2021-06,Pragathi Krishna Gramin Bank,0.0,,2,PKB,2,3541792,
2021-06,Pune Cantonment Sahakari bank Ltd,0.0,,,PCS,,20348,
2021-06,Punjab and Sind Bank,0.0,,4,PSB,4,3164833,
2021-06,Punjab Gramin Bank,0.0,,1,PGB,1,255054,
2021-06,Punjab National Bank,0.01,18,9391,PNB,9373,78075870,
2021-06,Purvanchal Bank,0.0,1,20,PUR,19,1642979,
2021-06,Rajasthan Marudhara Gramin Bank,0.0,,18,RMG,18,2272524,
2021-06,Rajgurunagar Sahakar,0.0,,,RNS,,27692,
2021-06,RAJKOT DISTRICT CENTRAL COOP BANK,0.0,,,RKT,,13730,
2021-06,Rajkot Nagrik Sahakari Bank Ltd.,0.0,,,RKN,,120734,
2021-06,Rani Channamma mahila Sahakari Bank Niyamit,0.0,,,RNI,,3125,
2021-06,RBL,0.0,,23,RNB,23,2640493,
2021-06,Sabarkantha District Central Cooperative Bank Ltd,0.0,,,SKD,,75195,
2021-06,Sadhana Sahakari Bank Ltd,0.0,,,SDS,,5109,
2021-06,SAIBABA NAGARI SAHAKARI BANK MARYADIT SAILU,0.01,,1,SBN,1,7615,
2021-06,Samarth Sahakari Bank Ltd. Solapur,0.0,,,SDM,,89588,
2021-06,Samruddhi Co-Operative Bank Ltd. Nagpur,0.0,,,SMR,,2938,
2021-06,Sandur Pattana Souharda Sahakari Bank,0.0,,,SDR,,5749,
2021-06,Saraswat Bank,0.0,,3,SRC,3,3520874,
2021-06,Sardar Vallabhbhai Sahakari Bank Ltd,0.98,4,4,SVS,,409,
2021-06,Sarva Haryana Gramin Bank,0.0,2,2,SBG,,2109549,
2021-06,Sarva UP Gramin Bank,0.0,,,SUB,,669334,
2021-06,SARVODAYA COMMERCIAL CO OP BANK LTD,0.0,,,SVY,,17312,
2021-06,Saurashtra Gramin Bank,0.0,,4,SAG,4,159143,
2021-06,SBM Bank India Ltd.,0.0,,,SBL,,4661,
2021-06,Shivalik Mercantile Co-operative Bank Ltd,0.0,,,SHB,,44584,
2021-06,Shree Dharati Co-Operative Bank Ltd,0.0,,,SDH,,639,
2021-06,SHREE KADI NAGARIK SAHAKARI BANK LTD,0.0,,,SHK,,50254,
2021-06,SHREE MAHAVIR SAHAKARI BANK LTD,0.06,,1,SMB,1,1811,
2021-06,SHRI ARIHANT CO-OP BANK LTD,0.0,,1,SAC,1,21838,
2021-06,Shri Chhatrapati Rajarshi Shahu Urban Co-Op. Bank Ltd. Beed,0.0,,,SRS,,73994,
2021-06,Shri Mahila Sewa Sahakari Bank Ltd.,0.0,,,SMW,,3149,
2021-06,Shri Veershaiv Co-Op Bank Ltd.,0.0,,1,SVB,1,30148,
2021-06,Smriti Nagrik Sahakari Bank Maryadit Mandsaur,0.01,1,1,SNB,,15524,
2021-06,South Indian Bank,0.0,2,8,SIB,6,7474542,
2021-06,Sri Basaveshwar Bank,0.0,,,BSB,,5367,
2021-06,Sri Rama Co-Operative Bank Limited,0.0,,,SHR,,152,
2021-06,Sri Vasavamba Co-Op. Bank Ltd.,0.0,,,VSM,,3748,
2021-06,Standard Chartered,0.0,1,3,SCB,2,2411849,
2021-06,State Bank Of India,0.0,528,1643,SBI,1115,431639679,
2021-06,Sterling Urban Cooperative Bank Ltd,0.0,,,SLB,,19813,
2021-06,SUCO SOUHARDA SAHAKARI BANK LTD,0.0,,,SSK,,196056,
2021-06,Surat People Cooperative Bank,0.0,,1,SPB,1,81916,
2021-06,Suryoday Small Finance Bank Ltd.,0.0,,,SSF,,272992,
2021-06,Suvarnayug Sahakari Bank Ltd,0.0,,,SYG,,134210,
2021-06,Svc co-operative bank ltd,0.0,,7,SVC,7,943284,
2021-06,Tamilnad Mercantile Bank,0.0,,12,TMB,12,4464014,
2021-06,Telangana Grameena bank,0.0,1,5,TGB,4,1990760,
2021-06,Telangana State Co Op Apex Bank,0.0,,1,TEL,1,245167,
2021-06,Thane Bharat Sahakari Bank Ltd,0.0,,,TBS,,208741,
2021-06,The Adarsh Co-operative Urban Bank Ltd.,0.0,,,ACU,,107529,
2021-06,THE AHMEDABAD DISTRICT COOP BANK LTD,0.0,1,1,AHD,,214857,
2021-06,The Ahmedabad Mercantile Cooperative Bank Ltd,0.0,,,AME,,53109,
2021-06,The Akola District Central Co-oP.Bank Ltd,0.0,,,AKA,,12487,
2021-06,The Anand Mercantile Co-operative Bank Ltd,0.0,,,AMO,,1821,
2021-06,The Andhra Pradesh State Co-operative Bank Ltd.,0.0,,,ASB,,46148,
2021-06,The Banaskantha Mercantile Co-Operative Bank Ltd,0.0,,,BKM,,17455,
2021-06,The Baramati Sahakari Bank Ltd,0.0,,,BRM,,173741,
2021-06,The Baroda Central Co-op Bank Ltd.,0.0,,,BDB,,20966,
2021-06,The Chartered Sahakari Bank,0.02,,1,CHN,1,4720,
2021-06,The Citizen Coop Bank Ltd,0.0,,,CZN,,10277,
2021-06,The Eenadu Co-oP.Urban Bank Ltd,0.0,,,EUB,,3764,
2021-06,The Gadchiroli District Central Co-Op. Bank Ltd.,0.0,,,GHD,,10277,
2021-06,The Godhra Urban Cooperative Bank Ltd,0.0,,,GDH,,41954,
2021-06,The Gujarat State Cooperative Bank,0.0,,,GSC,,122203,
2021-06,The Hasti Co-operative Bank Ltd,0.0,,,HTI,,106360,
2021-06,The Himachal Pradesh State Co-Op. Bank Ltd,0.01,3,4,HPB,1,54872,
2021-06,THE JALGAON PEOPLES CO.OP.BANK LTD,0.02,,1,JAB,1,6210,
2021-06,The Kaira District Central Coop Bank,0.0,1,1,KAI,,27150,
